created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
2020-11-01 18:50:46,1.3229743786408305e+18,"All votes count.
#Trump
#Biden
#VoterSuppression https://t.co/iAFguqXuMZ",0.0,0.0,Twitter for iPhone,16820191.0,arnoldo garcía,arnoldogarcia,"Poet
human rights artist
Creating power for community, land & the natural world
NO quiero una revolución de empleados
Quiero una revolución de emplumados.",2008-10-17 04:25:38,1932.0,Oakland in América Indigena,37.804455700000005,-122.2713563,Oakland,United States of America,North America,California,CA,2020-11-02 16:18:01.690080
2020-10-20 13:02:02,1.3185379641552732e+18,The glee with which she latches onto the (false) cognitive decline narrative as a pivot from her obnoxious &amp; juvenile behavior mocking #Biden's stutter in the clip tells me all I need to know about this ugly Trump person. https://t.co/IpQj9h53Gv,0.0,0.0,Twitter for Android,26244934.0,Ms.Shelton,GruvyGurl,"#1Fan of TTU Red Raiders, SPC Texans, & all college sports. Luckiest girl alive. I do what I want. I like to cheer. #SignLady #ReikiMaster I #LoveCollegeSports!",2009-03-24 14:19:32,696.0,"Lubbock, TX",33.563520600000004,-101.879336,Lubbock,United States of America,North America,Texas,TX,2020-10-21 10:24:19.625654026
2020-11-08 17:03:35,1.3254841199340708e+18,"If #Biden is genuine in his aspirations, which I think he is, he has to do something about inequality from QE. This is likely better for Main St than Wall St.",3.0,0.0,Twitter for iPhone,282984558.0,Colm Fitzgerald,ColmFitzgerald,"Trader, economist, actuary, classicist. Trades using non-axiomatic maths #NAM Lectures at UCD. Previously Head of Quantitative Trading at Bank of Ireland.",2011-04-16 10:12:30,2258.0,Dublin/Paris,,,,,,,,2020-11-09 18:34:16.049832
2020-10-15 00:49:09,1.3165415886052024e+18,So not allowed to attach a link to NY Post story about #HunterBiden introducing his dad #JoeBiden to Ukraine businessman #BigTechCensorship this is the start of the coverup that tried to redirect to the #Russiahoax narrative https://t.co/rlmO5wvPpb,14.0,12.0,Twitter for iPhone,98134175.0,patty wilkins,pattywilkins,"First mate for life with Capn Tony in NE GA. I care about #BibleLiteracy, orphans, #cleaneating, saving the USA. Romans 12:2",2009-12-20 14:08:41,248.0,"Georgia, USA",41.6809707,44.02873820000001,,Georgia,Asia,,,2020-10-21 00:07:01.511408382
2020-11-07 18:07:54,1.32513791770291e+18,Joe Biden elected 46th President of the United States #JoeBiden #JOEBIDEN2020 #JoeBidenKamalaHarris2020 https://t.co/xMNJJCKRg3,1.0,0.0,Twitter Web App,389416911.0,Death Penalty News,WebDPN,"Daily updated news about the death penalty worldwide.
Striving for a world without capital punishment.",2011-10-12 11:39:46,4997.0,"Paris, France",48.8566969,2.3514616000000004,Paris,France,Europe,Ile-de-France,IDF,2020-11-08 11:15:03.075662
2020-10-16 02:17:03,1.3169260983793418e+18,"Watching User Clip: Biden 1989 @CSPAN https://t.co/IPnJrFlLA7

Violent thugs.

#Biden",0.0,0.0,Twitter for iPad,1.2900670193086382e+18,Zamar,PLOMG32,,2020-08-02 23:29:15,2.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-10-21 02:50:23.981876045
2020-10-23 16:23:41,1.3196758758188646e+18,"This morning on the @ArleneBynonShow, @OmarYKhan &amp; @mvansoelen joined to discuss #Debates2020 #Election2020 #Trump #Biden #COVID19 #Pandmeic #Conservatives #Trudeau #NovaScotia #RCMP #MikmaqRights #Fisheries &amp; more!

Listen:

https://t.co/RnqXNpxZyS #SiriusXM 167 #cdnpoli",0.0,0.0,Twitter Web App,1343036322.0,SXMCanadaTalks,SXMCanadaTalks,"Current affairs & talk by Canadians, for Canadians. 
#SiriusXM channel 167 
1-855-958-TALK.
https://t.co/ELBdUfb3cR
https://t.co/4J0lHW7G9A",2013-04-10 22:59:01,5907.0,Canada,61.0666922,-107.9917071,,Canada,North America,,,2020-10-27 18:22:38.850819
2020-10-20 23:58:35,1.3187031887788974e+18,"'Watch the water' = Biden's Water Island.

#HunterBiden 
#HunterBidensEmails 
#JoeBiden 
#WaterIsland 
#EpsteinIsland 
#GhislaineMaxwell",3.0,2.0,Twitter Web App,1.2620676735480996e+18,Rayven,Rayven05239174,"Truthseeker, Trump, The Great Awakening #KeepBritainFree #DefundTheBBC https://t.co/zI1xr3q2Nr…",2020-05-17 17:09:25,859.0,UK 🇬🇧,54.702354500000006,-3.2765752999999997,,United Kingdom,Europe,,,2020-10-21 11:23:52.116079615
2020-10-22 12:33:55,1.3192556625436017e+18,"With less than two weeks to the #USelection, President #DonaldTrump will face-off challenger #JoeBiden at the Belmont University in Nashville, Tennessee for the third and the final #Presidentialdebate. 

Read more: https://t.co/Xo9R9zzM06 https://t.co/dbEk55JwpM",1.0,0.0,TweetDeck,1.0845187840045425e+18,Opoyi,Opoyis,"High-quality trusted conversations around news and information, in 12 languages.",2019-01-13 18:33:22,9052.0,,,,,,,,,2020-10-27 18:11:54.325360
2020-10-25 20:14:34,1.3204587553902674e+18,"Biden family's links with the CCP. To watch! #Biden #CCP #Hunter

https://t.co/9ujIB3GrvX",0.0,0.0,Twitter for Android,59770815.0,CCP virus is a weapon to take away ur freedom,World_Citizen_W,"CCP is an existential threat. Spent 15 years in China and I know it 1st hand. Stand for ur values. Support People, not despise them. Tech empowers, not control.",2009-07-24 12:35:20,802.0,World,,,,,,,,2020-10-27 18:18:29.417452
2020-11-04 18:33:07,1.3240571006585078e+18,#Election2020 #ElectionDay I went from Optimistic yesterday Tuesday morning to Scared/Nervous by nighttime to Unhappy today!! I voted for #Biden2020 #Biden by the way!! This is gonna be a long rough WEEK!! They r still counting VOTES!! And we still have NO IDEA who will win!!,0.0,0.0,Twitter Web App,3022984626.0,Eunice Youn,ANAHEIM1226,,2015-02-16 23:00:03,7.0,,,,,,,,,2020-11-05 12:52:12.847714
2020-11-07 19:01:36,1.325151432790614e+18,"Just a reminder bibis... Your PM is #Modi !!!
Waise when will #America get its first woman president?
#JoeBiden #Trump",0.0,0.0,Twitter for Android,129469558.0,संन्जू,scorpsanj,"Himachali from heart, In love with mountains and numbers!",2010-04-04 11:27:39,95.0,भोले की नगरी,,,,,,,,2020-11-08 11:13:14.155691
2020-10-22 00:20:21,1.3190710554750362e+18,"The Dark Blue State of NewYork! 
-Just ain't feelin' Joe Biden! ouch!
#NeverBiden #HistoricSwing #PresidentTrump 
#NeverKamala #JoeBiden 

Trump supporters rally in support of The President at Trump Tower NYC. ... https://t.co/vtloNj0LO2",0.0,0.0,Twitter Web App,3334080910.0,"👑 Reenie ♑☮ ""Resist Propaganda""- REPARATIONS4ADOS",Blk_BoomerQueen,"1wk ban from this controlled propaganda apparatus, twitter access restored, not sure how I feel about it.
fu. Still 4 truth, dgaf who it exposes or exonerates!",2015-06-19 04:48:18,125.0,Harlem 🗽NY,,,,,,,,2020-10-27 18:12:24.647808
2020-11-08 02:51:30,1.3252696866453545e+18,#USA #Biden #Harris #speech #victory #victoryspeech # #BidenHarris # # # # #russia #india #asia #china #africa #America #breaking #news #BREAKINGNEWS #BreakingNews #bidenharis2020 #Election2020 #Election2020results #Trump #PresidentElectJoe #Biden #Harris #JoeBiden  # https://t.co/0dPleXyj8a,0.0,0.0,Twitter for Android,1.30577286362291e+18,🌐 News XL,GlobalNewsXL,#GLOBALNEWSXL #🌐NEWSXL #🌐 #news #GLOBAL #🇺🇳 #❤️ #🗽#UN #EU #USA #ASIA #AFRICA #INDIA #russia #Japan #china #Iran #NEWS #global #WORLDWIDE #nieuws #🌐NewsXL,2020-09-15 07:38:19,548.0,"Den Haag, Nederland",52.500169799999995,5.7480820999999995,,Netherlands,Europe,,,2020-11-09 18:38:14.621098
2020-11-07 01:07:33,1.3248811395432366e+18,#Georgia to #recount #election results as #Biden holds narrow lead over Trump in the crucial state  https://t.co/FyON5TWX8y,1.0,1.0,Twitter for iPhone,262948804.0,MissCrayon 🌊🇺🇸,moughthere,#Muslim #Jewish #Christian #Black #White #Latino #Asian #LGBT #Climate #Prochoice #SocialSecurity #Disability #Healthcare #MeToo #education #resistance #vote,2011-03-09 02:27:28,9544.0,NYC,40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,2020-11-08 11:38:45.049201
2020-11-02 04:48:47,1.3231248768031089e+18,"@marcorubio Mr. Proud Boy, 

Time to abandon ship. Trump is Done.

#TrumpVirus 
#Biden 
#GOPCorruptionOverCountry 
#DarkMoney 
#RepublicansAgainstTrump https://t.co/C0k6kiLET1",0.0,0.0,Twitter for Android,1.3063213764630405e+18,José Miguel Luis Ángel de Jesús,JOSE4USA,"Avocado Farmer | 100% American | Call. Me. José.

Marked Safe From #ExplodingTrees
and I Pay More U.S.Taxes Than #tRumputo

🌊🇺🇲🌊🇺🇲🌊🇺🇲🌊🇺🇲🌊🇺🇲🌊",2020-09-16 19:59:15,119.0,Avocado Capital of the World,,,,,,,,2020-11-03 14:35:41.354076
2020-11-04 17:06:35,1.3240353259084718e+18,#Elections2020 #USElection2020 #bbcnews #skynews #biden #Trump https://t.co/YnUog3vPXG,0.0,0.0,Twitter for iPhone,2739467026.0,Paul Smith,MRSM1TH888,✌🏻🏴󠁧󠁢󠁳󠁣󠁴󠁿🌎🚴🏻‍♂️🏃🏻‍♂️🏇🏻⛳️🏌🏻‍♂️,2014-08-10 23:12:09,194.0,Scotland via London ,51.504234100000005,-0.1268035,London,United Kingdom,Europe,England,ENG,2020-11-05 12:53:13.694997
2020-11-04 04:41:45,1.3238478794342031e+18,"Reading projections which give #Biden #Arizona, its clear race wont be concluded in a matter of hours. Key rust belt states will be key.

There are multiple paths to 270 for BOTH #Trump and #Biden.  

If youre staying up to watch, get some sleep. Its going to be a long week.",11.0,2.0,Twitter for iPhone,240879503.0,Rajini Vaidyanathan,BBCRajiniV,"BBC NEWS South Asia Correspondent/Anchor. TV, Radio, digital - news + docs.  Was Washington Anchor/Correspondent for many years. My views. Send me stories - DM.",2011-01-20 23:32:42,27413.0,,,,,,,,,2020-11-05 13:00:53.705291
2020-11-03 04:52:57,1.3234883116552356e+18,"We make up 4% of the worlds population, and 20% of the deaths. Let that sink in. PLEASE vote to save lives. #AmericaFirst #Biden2020 #VoteBidenHarrisToSaveAmerica #BidenHarris2020 #Biden #VoteBlueToEndTheNightmare https://t.co/1SNxhZCXRQ",1.0,0.0,Twitter for iPhone,2393996875.0,SwirlyImp,SwirlyImp,PROUD Army Wife ・  Mom ・  GRANDMA ・ Crazy Dog Lady ・ Ity Bity Hyper Spaztastic・Addicted to: 📓 📒 🖇 ✏️ 🖌 🎶 📝 🗓 🍺 ☕️ 🧘🏼‍♀️,2014-03-17 07:56:16,56.0,,,,,,,,,2020-11-04 09:47:32.219470
2020-11-03 21:31:55,1.3237397082839327e+18,"Isn't it funny that democratic sentiment is FORBIDDEN in Ch!na and its commun!st power grows, and commun!st sentiment is ALLOWED in America and millions lean towards authoritarianism?
#ElectionDay #Election2020 #Elections2020 #ElectionNight #ElectionDay2020 #Trump #Biden https://t.co/qIKRjPlVV6",0.0,0.0,Twitter for Android,1.2606874526138163e+18,RealityExplaining™ Official,RealityExplain,"If you hate people distorting reality online, THIS IS YOUR FAVOURITE YOUTUBE CHANNEL NOW, SUB.
https://t.co/xYiKr1GUQ5
https://t.co/GufuEwbiF1",2020-05-13 21:45:09,475.0,,,,,,,,,2020-11-04 09:43:22.813443
2020-10-23 02:57:33,1.319473006226346e+18,"On #ClimateChange:
@realDonaldTrump showing his denialist tendencies (""if you believe in carbon emissions""), usual lying ($100 trn?!)  
@JoeBiden laying out a clear plan for the green economic transition with NGOs/unions
Young people - save your future, go out and #vote ! #Biden",0.0,0.0,Twitter Web App,2396018388.0,Adam Leckius,adamleckius,"Working @CANEurope. 
Climate / EU / UNFCCC. Ambition, finance, carbon pricing, trade, etc.
Private tweets.
English + Svenska",2014-03-18 10:54:45,568.0,Brussels,50.8465573,4.351697,Brussels,Belgium,Europe,Brussels-Capital,BRU,2020-10-27 18:25:14.595858
2020-11-07 21:51:58,1.32519430701235e+18,Haha I had to post this one! Bye bye Trump!! #usaelections2020 #biden #harris https://t.co/99KoWeN9oE,0.0,0.0,Instagram,128188991.0,Aarti Benie,Aarti_Benie,Exotically Cocktailed World Citizen Loving India |*Diamonds* |Dance |DIOR |Travel |Aliens |Universe| Social Media Intelligence @Coosto,2010-03-31 11:04:51,336.0,"Utrecht, Eindhoven",,,,,,,,2020-11-08 11:24:32.965385
2020-10-23 01:47:13,1.319455305407877e+18,"#JoeBiden Bringing up Hitler, what a fucktard #Debates2020",2.0,0.0,Twitter for iPhone,14617868.0,rodriQuez,rodriQuez,"The 𝐌𝐀𝐆netism of the universe bends, breaks 𝐀nd attracts us, although made of blood and bone, our essence is light and energy✌🏻🇺🇸 Recovering Dem",2008-05-01 18:47:48,3057.0,"California, USA",36.7014631,-118.7559974,,United States of America,North America,California,CA,2020-10-27 18:10:16.859439
2020-11-04 08:33:37,1.3239062331919974e+18,"#USElection2020: #JoeBiden Bags 210 Votes, #DonaldTrump Trails With 154
https://t.co/8rD0UMDyhw",2.0,0.0,Twitter Web App,3267992360.0,Prameya News7,NEWS7Odia,"Official Twitter feed of Prameya News7, Odisha's leading 24x7 news channel. Join us on Telegram: https://t.co/KSvifmC5ln",2015-07-04 10:30:45,86579.0,"Bhubaneshwar, India",22.3511148,78.6677428,,India,Asia,,,2020-11-05 13:07:50.651655
2020-10-28 23:53:24,1.3216009896197366e+18,#JoeBiden is as #crooked as they come The #Chinese #own him and #Hunter #America deserves better,0.0,0.0,Twitter for iPad,258037092.0,Dave Rose,PlymouthBull,,2011-02-26 20:39:51,126.0,Just around the corner,,,,,,,,2020-10-29 16:51:26.118815
2020-10-24 01:46:12,1.319817435663356e+18,"
#TRUMP2020 #USA #CCP #MAGA #VOTE #CCPVIRUS #THENEWFEDRALSTATOFCHINA
#rnc2020 #GOP #vog #STEVEKBANNON 
#GNEWS #GTV#MILESGUO #TRUMP #JOEBIDEN #GFASION #
#LUDEMEDIA #FOX #FOXNEWS #GOP #HIMALAYA https://t.co/JwapLrLsEl",1.0,2.0,Twitter for Android,34904287.0,文心,wenxin2502,钻石💎男汪，爆料革命联盟一员，喜马拉雅人，新中国联邦人,2009-04-24 11:41:31,238.0,,,,,,,,,2020-10-27 18:07:37.108318
2020-11-05 21:55:53,1.324470518368641e+18,"I wonder how the library from #Trump is going to look like.... 
A lot of Donald Duck? What else?Self help books: How to handle women? Journalists in a democracy? 
#DonaldTrump #FoxNews #Election2020 #TrumpIsALaughingStock #elections #Biden #TrumpvsBiden #Republicans",0.0,0.0,Twitter for Android,1.130124808056918e+18,Sanders,lovingeurop,,2019-05-19 14:55:25,12.0,,,,,,,,,2020-11-06 10:05:09.677873
2020-11-06 23:14:20,1.3248526493390316e+18,#JoeBiden You have made a refugee in my own country. Thanks,0.0,0.0,Twitter for Android,1.3239918870412083e+18,John Smith,JohnSmi41075176,nice guy who wants world peace.,2020-11-04 14:14:11,0.0,,,,,,,,,2020-11-07 11:40:06.615983
2020-11-07 13:25:24,1.325066827018494e+18,#Trump or #Biden we loose either way... https://t.co/3iYMEUsPOb,0.0,0.0,Twitter for Android,2183183996.0,UndeadJed101,undeadjed101,Somewhere between awesome and stupid,2013-11-08 23:21:54,77.0,right behind you ,,,,,,,,2020-11-08 11:36:41.339948
2020-11-06 22:45:15,1.3248453301777818e+18,"@spindokai @ani_bencohen Yes, he learned from his exchange with Begin... and @JoeBiden is a Zionist. #Israel #JoeBiden #Zionist #Zionism #Jewish #jtwitter",0.0,0.0,Twitter for iPhone,8.964429567098593e+17,(((Yaël))),metuka49,🖖💙🐕🕎📜📜🕎🐕💙🖖,2017-08-12 18:47:10,145.0,"Texas, USA",31.8160381,-99.5120986,,United States of America,North America,Texas,TX,2020-11-07 11:40:09.764111
2020-11-07 20:19:49,1.325171117875581e+18,Finally! We can breathe again! It's been sooo exhausting!! Congratulations to #JoeBiden and #KamalaHarrisVP !! We're all behind you! https://t.co/umSqavUzpZ,0.0,0.0,Twitter for Android,930829794.0,MissMarple726,MissMarple726,,2012-11-07 00:24:41,3.0,Indiana,40.327012700000004,-86.1746933,,United States of America,North America,Indiana,IN,2020-11-08 11:11:40.825711
2020-11-04 03:18:38,1.3238269654644367e+18,"#Trump leads #Biden in #Florida, race close in other battlegrounds.

#USElection #Elections2020 https://t.co/qUKnAIIuoM",35.0,3.0,Twitter Web App,192547775.0,Press TV,PressTV,"Press TV is the first Iranian international news network, broadcasting in English on a round-the-clock basis.",2010-09-19 13:30:33,246137.0,"Tehran, Iran",35.6892523,51.3896004,Tehran,Iran,Asia,Tehran Province,,2020-11-05 13:01:43.795221
2020-11-03 04:08:49,1.323477203917693e+18,Thank you for being steadfast and true! TRUMP2020! Lets GOOO!!! @realDonaldTrump #Trump2020 #TexasForTrump #2020Election #joebberish #joeberish #JoeBiden #BidenHarris2020 #gibberish #tonguetied #Candidates2020 https://t.co/wnEhWey27f,2.0,0.0,Twitter for iPhone,1.3234663709322445e+18,Alexandra Mahaffey,AlexandraMaha20,,2020-11-03 03:25:55,2.0,,,,,,,,,2020-11-04 10:18:15.335908
2020-11-03 05:36:57,1.323499383581778e+18,"PLEASE BRING AWARENESS THEY ARE TRUMP SUPPORTER WHO ARE POLL WORKERS THAT ARE SABOTAGING BIDEN SUPPORTER BALLOTS !!!!!!!!!!!! 

#Biden #Elecciones2020 #RealAmericansForJoe #BattlegroundState #RepublicansForBiden #BidenHarris #Biden2020 #2020Election #BidenHarris2020ToSaveAmerica",0.0,0.0,Twitter for iPhone,3622597883.0,Corona_ice_tea,Mistiquethegoon,cold-hearted gay boy #photographer,2015-09-11 17:37:40,210.0,New york ,40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,2020-11-04 09:47:26.097292
2020-10-23 07:09:20,1.3195363656678646e+18,"#Biden tells you what he is going to do. #Trump tells you what Biden HASNT done in the past. 

#TrumpIsPathetic",88.0,3.0,Twitter for iPhone,310390423.0,Dickie #RefugeesWelcome🗯,richardodurrant,#blacklivesmatter #BidenHarris #FBPE #LGBT https://t.co/Nw7N1HeCpq,2011-06-03 17:25:55,11466.0,,,,,,,,,2020-10-27 18:23:51.987805
2020-11-08 01:48:45,1.3252538961687388e+18,Pres.-elect Joe Biden This is the time to heal in America. #JoeBiden  #KMBC,27.0,4.0,Twitter for iPhone,79201552.0,Micheal Mahoney,KCMikeMahoney,Political reporter for KMBC TV in Kansas City. Retweets are not endorsements,2009-10-02 14:58:28,8091.0,"Kansas City, MO",39.100105,-94.5781416,Kansas City,United States of America,North America,Missouri,MO,2020-11-09 18:31:42.999862
2020-10-30 04:02:30,1.3220260653137633e+18,We have a moral obligation to vote for unity. #Biden https://t.co/WYOJ5DYLTl,1.0,0.0,Twitter for iPhone,1.2421667653726208e+18,#VoteHimOut,SuburbanWomen1,,2020-03-23 19:10:28,43.0,,,,,,,,,2020-11-01 11:11:32.235470
2020-11-05 02:19:53,1.3241745660007178e+18,"#RudolphGiuliani yaps away about the battleground states flip for #Biden as #Trump team files another #lawsuit, to save the Cnut.

#auspol #USElection2020 #Vote2020 #uspoli #uspolitics https://t.co/qpjBWE6uiZ",0.0,0.0,Twitter Web App,219089769.0,Med,Medicayy,an abstract thinker.,2010-11-23 22:17:12,1004.0,,,,,,,,,2020-11-06 10:10:24.869309
2020-11-04 04:32:39,1.323845589826642e+18,"No holds barred, cage match between Trump and Biden should be the deciding factor of the election. #Trump #Biden",0.0,0.0,Twitter for Android,4262345054.0,🔥MistaJ🔥,MrJetson707,YOU'RE FIIRREEDD!,2015-11-17 01:00:06,167.0,,,,,,,,,2020-11-05 13:00:59.702112
2020-11-07 03:00:11,1.3249094868432364e+18,"#JoeBiden 
We are going to win you to support I am from Mexico",0.0,0.0,Twitter Web App,1.3241504946595471e+18,Alfredo Cruz Vasquez,AlfredoCruzVas6,,2020-11-05 00:44:41,0.0,,,,,,,,,2020-11-08 11:22:39.485164
2020-11-03 23:10:48,1.3237645933076234e+18,"Polls open in US crucial elections
#Usa 
#Trump 
#Biden 
#Pence 
#harris 
#Usaelections 
#ElectionDay 
#Elections2020 
#ElectionNight 
#Election2020 
#Elecciones2020 
#ElectionDay2020 

https://t.co/IvVEDOEI9N",0.0,0.0,Twitter Web App,1.246168781434622e+18,trackourpresident,trackpresident1,,2020-04-03 20:13:05,3.0,,,,,,,,,2020-11-04 09:42:46.992270
2020-10-20 16:46:02,1.3185943340196127e+18,"#Biden Lied about union #Endorsement  after he threated to take there job if #elected, and they went with #Trump https://t.co/YlwrOq5GZr",8.0,4.0,Twitter Web App,1.1643213714652406e+18,pond,pond_kat,"#Walkaway moment #AmericaFirst , Free speech is not hate speech, Twitters Racism silencing black conservative voices #TwitterAgenda is to bring silence to #MAGA",2019-08-21 23:40:44,7184.0,"San Bernardino, CA",34.8253019,-116.0833144,,United States of America,North America,California,CA,2020-10-21 10:44:10.628404984
2020-11-08 04:17:37,1.325291358182015e+18,My boyfriend and I made a Biden cake! @JoeBiden @KamalaHarris #46thPresident #JoeBiden #President #2020Election https://t.co/JGC5v2Ig0C,1.0,0.0,Twitter for iPhone,9.016912260044554e+17,Tabs! ✨,tabsers,Tabs | She/Her | 17 | Self-Taught Artist | Aspiring Character Designer + Storyboard Artist | Commissions: Info coming soon!,2017-08-27 06:21:55,502.0,,,,,,,,,2020-11-09 18:30:10.224914
2020-11-06 17:33:15,1.3247668133984584e+18,"Biden campaign now definitely committing to an evening address by the candidate tonight, time to be determined. #Biden #ballots #election",0.0,0.0,Twitter Web App,9.796904868720516e+17,Mace News,MaceNewsMacro,,2018-03-30 12:03:08,535.0,,,,,,,,,2020-11-07 11:47:04.494280
2020-11-04 08:15:52,1.323901763741606e+18,"#Biden wins key Arizona state, first setback for Trump https://t.co/cD7YNcXS0a",0.0,0.0,Twitter for iPhone,30901658.0,Tenacious “T” WillResist #TeamFauci #BidenHarris,WillResistAdmin,"Always trying to fight for what's right...Mass Media Law & Ethics,Mom of 3 men, volunteer, & more...other page reserved for photography & design #UnitedWeStand",2009-04-13 16:53:16,6051.0,"California, USA",36.7014631,-118.7559974,,United States of America,North America,California,CA,2020-11-05 12:58:20.044446
2020-11-05 20:12:51,1.3244445899488666e+18,"

#ForBiden #Biden #Trump #POTUS #ThisIsAmerica #TBW x

https://t.co/eN7gqtgNPO https://t.co/ft6frGdHQD",0.0,0.0,Twitter for Android,1.129832744094249e+18,Fireworks With Toyeen B.,FireworksWithTB,"📌A platform showcasing Africans in the UAE. 🇦🇪
It's time for Africans in the UAE to be celebrated!! 🥳",2019-05-18 19:34:52,15.0,"Dubai, United Arab Emirates",25.2047397,55.2707065,Dubai,United Arab Emirates,Asia,Dubai,DU,2020-11-06 10:05:40.376056
2020-11-07 14:39:57,1.3250855864289772e+18,@realDonaldTrump Is #POTUS now the hashtag of President #Biden?,0.0,0.0,Twitter for iPad,21192627.0,I_am_Andy,Andreas_1963,,2009-02-18 12:53:48,13.0,"Bayern, Deutschland",51.0834196,10.4234469,,Germany,Europe,,,2020-11-08 11:36:27.131282
2020-10-22 10:02:23,1.3192175306286408e+18,@JackPosobiec But what flavor of ice cream do you like #joebiden,0.0,0.0,Twitter for iPhone,88340001.0,Jeff McNamara,jhm7fromlo,#God #Conservative #KAG #Army _ Dad,2009-11-08 03:27:41,55.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-10-27 18:12:00.222790
2020-10-31 20:32:12,1.3226375171207455e+18,#notmypresident #bluewave2020 #TheResistance #FlipItBlue #antitrump #unfitforoffice   #RuleofLaw #DeathofDemocracy #JoeBiden2020 #Joe2020 #JoeBiden #BidenHarris2020 #TrumpIsCompromised #COVID #COVID19 #CoronaVirusUpdates https://t.co/4yHOABq8Eo,0.0,0.0,Twitter Web App,122787552.0,BLUEWAVE2020,Aquestioner1,#DeathofDemocracy #notmypresident #GreenNewDeal #endfossilfuels #banfracking #bluewave2020 #TheResistance #guncontrol #TaxtheRich #BLM,2010-03-13 22:38:33,792.0,New York City,40.7127281,-74.0060152,New York,United States of America,North America,New York,NY,2020-11-01 11:01:01.044962
2020-11-06 14:27:28,1.3247200569710223e+18,#USelections2020 Edison research calling #Biden as winner in #Wisconsin despite being subject to a recount. https://t.co/HutTvHUKc9,0.0,0.0,Twitter Web App,9.098800260903648e+17,K-man,KVanderschrick,"Cycling is good for your health , overtrading is bad. No trade reco's, only own fun and games.",2017-09-18 20:41:17,352.0,"London, England",51.5073219,-0.1276474,London,United Kingdom,Europe,England,ENG,2020-11-07 11:48:36.080270
2020-10-28 21:06:46,1.3215590522253025e+18,"Kayleigh McEnany, who once praised Biden as a 'man of the people' who resonates with ""middle class"" over 'tycoon' Trump, LIED! She recently criticized #Biden. This Miles Taylor #anonymous thing is a false flag to deflect from her deep praise of Biden over Trump. https://t.co/QXSiCraUZv",0.0,0.0,Twitter Web App,8.111762644132454e+17,mmmm...bRisket,LosBilbilocos,"Shadow Banned, most likely",2016-12-20 11:47:47,319.0,,,,,,,,,2020-10-29 16:07:36.692297
2020-11-07 16:26:12,1.3251123242110116e+18,"@realDonaldTrump Hey @realDonaldTrump, why didn't you just grab this election by the ballot? #ElectionResults #CallTheRace #vote #Biden",0.0,0.0,Twitter for iPhone,21258504.0,Camera Vet,photographyBLP,#USMC #Veteran #Photographer 📸,2009-02-19 00:20:06,8343.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-11-08 11:36:00.121049
2020-10-26 17:56:25,1.3207863744763126e+18,"@realDonaldTrump #COVID19, like the #flu, is a virus: we cannot eliminate it. We must minimize it, manage it, learn to live with it. #Biden is pretending he can delete #COVID to scare and control #Americas citizens; hes lying but convincing a lot of low-information voters.",3.0,0.0,Twitter for iPhone,20380715.0,Marc Rudov,MarcRudov,#Branding Advisor to #CEOs | #Author | #Speaker | #Radio #TV Commentator | Critical Thinker | https://t.co/3Gm2gVwR0X,2009-02-08 17:55:41,3814.0,"Pittsburgh, PA",40.4416941,-79.99008609999998,Pittsburgh,United States of America,North America,Pennsylvania,PA,2020-10-27 18:16:51.151260
2020-11-08 19:49:08,1.325525784111485e+18,"Custodian of the Two Holy Mosques King Salman congratulates Joe #Biden on his election as President of the United States

#EKHNews_EN https://t.co/egI0JJj5ho",12.0,9.0,Twitter for iPhone,8.406332672840008e+17,Alekhbariya News,EKHNews_EN,The official account of Alekhbariya News in English. Follow our Arabic account @alekhbariyatv,2017-03-11 18:39:24,8707.0,Saudi Arabia ,25.624261800000003,42.352832799999995,,Saudi Arabia,Asia,,,2020-11-09 18:33:35.541841
2020-11-02 02:25:24,1.3230887921992458e+18,"What will you do if Biden gets elected? 

#Biden #Trump",0.0,0.0,Twitter for iPhone,8.9899799811763e+17,purrenergy af,purestenergy,"#seektruthandjustice #trainyourmind You already know everything, just don't forget that part. #onelove #IndigenousRising #WaterIsLife",2017-08-19 20:00:00,208.0,Sometime,,,,,,,,2020-11-03 14:35:59.114564
2020-11-07 22:31:01,1.3252041328950725e+18,"#TrumpOut

#MakeEarthGreatAgain is the new #MAGA2020

#Election2020 #BidenPresident #JoeBiden",0.0,0.0,Twitter for Android,713085287.0,Juan Diego,Jdieghito,I solemnly swear that I am up to no good,2013-10-13 17:27:53,58.0,,,,,,,,,2020-11-08 11:10:16.373734
2020-11-02 01:04:17,1.3230683783623803e+18,#American #election #2020election tomorrow.  Im sure #Trump will be fine though.  And so will #biden. This is just a bit of fun.  Good luck to both #candidates. https://t.co/JqgeU7T3ai,0.0,0.0,Twitter for iPhone,1.3078110752540303e+18,Catherineanne Graham,Catheri94452625,"Writer and Illustrator, historian and Book choice consultant.",2020-09-20 22:37:53,185.0,,,,,,,,,2020-11-03 14:36:09.060873
